# 2x Hissuma PSF10MONO series, irradiance 1000/1000 W/m2, 25 degC
# global MPP: V=27.579 V, I=0.711 A, P=19.610 W
# v,i
14.198124,0.781746
14.232090,0.781721
14.266057,0.781696
14.300024,0.781670
14.333991,0.781645
14.367958,0.781620
14.401924,0.781594
14.435891,0.781569
14.469858,0.781543
14.503825,0.781518
14.537792,0.781492
14.571758,0.781466
14.605725,0.781441
14.639692,0.781415
14.673659,0.781389
14.707626,0.781363
14.741593,0.781337
14.775559,0.781311
14.809526,0.781285
14.843493,0.781258
14.877460,0.781232
14.911427,0.781206
14.945393,0.781179
14.979360,0.781153
15.013327,0.781126
15.047294,0.781099
15.081261,0.781073
15.115227,0.781046
15.149194,0.781019
15.183161,0.780992
15.217128,0.780965
15.251095,0.780938
15.285061,0.780911
15.319028,0.780883
15.352995,0.780856
15.386962,0.780828
15.420929,0.780801
15.454895,0.780773
15.488862,0.780746
15.522829,0.780718
15.556796,0.780690
15.590763,0.780662
15.624729,0.780634
15.658696,0.780606
15.692663,0.780577
15.726630,0.780549
15.760597,0.780520
15.794563,0.780492
15.828530,0.780463
15.862497,0.780434
15.896464,0.780405
15.930431,0.780376
15.964397,0.780347
15.998364,0.780318
16.032331,0.780289
16.066298,0.780259
16.100265,0.780230
16.134231,0.780200
16.168198,0.780170
16.202165,0.780141
16.236132,0.780111
16.270099,0.780080
16.304065,0.780050
16.338032,0.780020
16.371999,0.779989
16.405966,0.779959
16.439933,0.779928
16.473899,0.779897
16.507866,0.779866
16.541833,0.779835
16.575800,0.779803
16.609767,0.779772
16.643733,0.779740
16.677700,0.779709
16.711667,0.779677
16.745634,0.779645
16.779601,0.779613
16.813567,0.779580
16.847534,0.779548
16.881501,0.779515
16.915468,0.779482
16.949435,0.779449
16.983402,0.779416
17.017368,0.779383
17.051335,0.779350
17.085302,0.779316
17.119269,0.779282
17.153236,0.779248
17.187202,0.779214
17.221169,0.779180
17.255136,0.779145
17.289103,0.779111
17.323070,0.779076
17.357036,0.779041
17.391003,0.779006
17.424970,0.778970
17.458937,0.778934
17.492904,0.778899
17.526870,0.778863
17.560837,0.778826
17.594804,0.778790
17.628771,0.778753
17.662738,0.778716
17.696704,0.778679
17.730671,0.778642
17.764638,0.778604
17.798605,0.778567
17.832572,0.778529
17.866538,0.778491
17.900505,0.778452
17.934472,0.778413
17.968439,0.778375
18.002406,0.778335
18.036372,0.778296
18.070339,0.778256
18.104306,0.778216
18.138273,0.778176
18.172240,0.778136
18.206206,0.778095
18.240173,0.778054
18.274140,0.778013
18.308107,0.777971
18.342074,0.777930
18.376040,0.777888
18.410007,0.777845
18.443974,0.777802
18.477941,0.777760
18.511908,0.777716
18.545874,0.777673
18.579841,0.777629
18.613808,0.777585
18.647775,0.777540
18.681742,0.777495
18.715708,0.777450
18.749675,0.777405
18.783642,0.777359
18.817609,0.777313
18.851576,0.777266
18.885542,0.777219
18.919509,0.777172
18.953476,0.777125
18.987443,0.777077
19.021410,0.777029
19.055376,0.776980
19.089343,0.776931
19.123310,0.776881
19.157277,0.776832
19.191244,0.776781
19.225211,0.776731
19.259177,0.776680
19.293144,0.776628
19.327111,0.776577
19.361078,0.776524
19.395045,0.776472
19.429011,0.776419
19.462978,0.776365
19.496945,0.776311
19.530912,0.776256
19.564879,0.776201
19.598845,0.776146
19.632812,0.776090
19.666779,0.776034
19.700746,0.775977
19.734713,0.775920
19.768679,0.775862
19.802646,0.775804
19.836613,0.775745
19.870580,0.775685
19.904547,0.775625
19.938513,0.775565
19.972480,0.775504
20.006447,0.775443
20.040414,0.775381
20.074381,0.775318
20.108347,0.775255
20.142314,0.775191
20.176281,0.775127
20.210248,0.775062
20.244215,0.774996
20.278181,0.774930
20.312148,0.774863
20.346115,0.774796
20.380082,0.774728
20.414049,0.774659
20.448015,0.774590
20.481982,0.774520
20.515949,0.774449
20.549916,0.774378
20.583883,0.774305
20.617849,0.774233
20.651816,0.774159
20.685783,0.774085
20.719750,0.774010
20.753717,0.773934
20.787683,0.773858
20.821650,0.773781
20.855617,0.773703
20.889584,0.773624
20.923551,0.773545
20.957517,0.773464
20.991484,0.773383
21.025451,0.773301
21.059418,0.773218
21.093385,0.773135
21.127351,0.773050
21.161318,0.772965
21.195285,0.772878
21.229252,0.772791
21.263219,0.772703
21.297185,0.772614
21.331152,0.772524
21.365119,0.772433
21.399086,0.772341
21.433053,0.772248
21.467020,0.772155
21.500986,0.772060
21.534953,0.771964
21.568920,0.771867
21.602887,0.771769
21.636854,0.771670
21.670820,0.771570
21.704787,0.771469
21.738754,0.771367
21.772721,0.771263
21.806688,0.771159
21.840654,0.771053
21.874621,0.770946
21.908588,0.770838
21.942555,0.770729
21.976522,0.770619
22.010488,0.770507
22.044455,0.770394
22.078422,0.770280
22.112389,0.770165
22.146356,0.770048
22.180322,0.769930
22.214289,0.769811
22.248256,0.769690
22.282223,0.769568
22.316190,0.769444
22.350156,0.769319
22.384123,0.769193
22.418090,0.769065
22.452057,0.768936
22.486024,0.768805
22.519990,0.768673
22.553957,0.768539
22.587924,0.768404
22.621891,0.768267
22.655858,0.768129
22.689824,0.767988
22.723791,0.767846
22.757758,0.767703
22.791725,0.767558
22.825692,0.767411
22.859658,0.767262
22.893625,0.767112
22.927592,0.766960
22.961559,0.766806
22.995526,0.766651
23.029492,0.766493
23.063459,0.766333
23.097426,0.766172
23.131393,0.766008
23.165360,0.765844
23.199326,0.765676
23.233293,0.765507
23.267260,0.765335
23.301227,0.765162
23.335194,0.764987
23.369160,0.764809
23.403127,0.764630
23.437094,0.764447
23.471061,0.764263
23.505028,0.764077
23.538994,0.763888
23.572961,0.763697
23.606928,0.763504
23.640895,0.763308
23.674862,0.763110
23.708829,0.762909
23.742795,0.762707
23.776762,0.762501
23.810729,0.762293
23.844696,0.762083
23.878663,0.761869
23.912629,0.761653
23.946596,0.761434
23.980563,0.761213
24.014530,0.760990
24.048497,0.760762
24.082463,0.760533
24.116430,0.760300
24.150397,0.760065
24.184364,0.759827
24.218331,0.759585
24.252297,0.759341
24.286264,0.759093
24.320231,0.758842
24.354198,0.758589
24.388165,0.758331
24.422131,0.758072
24.456098,0.757808
24.490065,0.757541
24.524032,0.757271
24.557999,0.756997
24.591965,0.756720
24.625932,0.756439
24.659899,0.756155
24.693866,0.755868
24.727833,0.755575
24.761799,0.755281
24.795766,0.754981
24.829733,0.754678
24.863700,0.754372
24.897667,0.754061
24.931633,0.753747
24.965600,0.753428
24.999567,0.753105
25.033534,0.752779
25.067501,0.752446
25.101467,0.752112
25.135434,0.751772
25.169401,0.751428
25.203368,0.751080
25.237335,0.750726
25.271301,0.750369
25.305268,0.750006
25.339235,0.749639
25.373202,0.749268
25.407169,0.748891
25.441135,0.748510
25.475102,0.748123
25.509069,0.747732
25.543036,0.747336
25.577003,0.746933
25.610969,0.746528
25.644936,0.746115
25.678903,0.745697
25.712870,0.745275
25.746837,0.744845
25.780803,0.744413
25.814770,0.743972
25.848737,0.743526
25.882704,0.743076
25.916671,0.742618
25.950638,0.742156
25.984604,0.741685
26.018571,0.741210
26.052538,0.740729
26.086505,0.740240
26.120472,0.739747
26.154438,0.739245
26.188405,0.738737
26.222372,0.738224
26.256339,0.737702
26.290306,0.737175
26.324272,0.736639
26.358239,0.736098
26.392206,0.735550
26.426173,0.734992
26.460140,0.734430
26.494106,0.733858
26.528073,0.733279
26.562040,0.732694
26.596007,0.732099
26.629974,0.731499
26.663940,0.730887
26.697907,0.730270
26.731874,0.729645
26.765841,0.729009
26.799808,0.728368
26.833774,0.727715
26.867741,0.727055
26.901708,0.726388
26.935675,0.725709
26.969642,0.725024
27.003608,0.724327
27.037575,0.723622
27.071542,0.722909
27.105509,0.722184
27.139476,0.721453
27.173442,0.720708
27.207409,0.719955
27.241376,0.719193
27.275343,0.718418
27.309310,0.717637
27.343276,0.716841
27.377243,0.716037
27.411210,0.715223
27.445177,0.714395
27.479144,0.713561
27.513110,0.712710
27.547077,0.711851
27.581044,0.710982
27.615011,0.710097
27.648978,0.709206
27.682944,0.708297
27.716911,0.707379
27.750878,0.706450
27.784845,0.705504
27.818812,0.704552
27.852778,0.703581
27.886745,0.702600
27.920712,0.701607
27.954679,0.700597
27.988646,0.699579
28.022612,0.698541
28.056579,0.697493
28.090546,0.696432
28.124513,0.695352
28.158480,0.694265
28.192447,0.693155
28.226413,0.692035
28.260380,0.690901
28.294347,0.689748
28.328314,0.688585
28.362281,0.687400
28.396247,0.686203
28.430214,0.684991
28.464181,0.683758
28.498148,0.682516
28.532115,0.681249
28.566081,0.679970
28.600048,0.678675
28.634015,0.677357
28.667982,0.676030
28.701949,0.674676
28.735915,0.673309
28.769882,0.671925
28.803849,0.670517
28.837816,0.669098
28.871783,0.667651
28.905749,0.666190
28.939716,0.664711
28.973683,0.663206
29.007650,0.661690
29.041617,0.660144
29.075583,0.658583
29.109550,0.657001
29.143517,0.655393
29.177484,0.653773
29.211451,0.652121
29.245417,0.650452
29.279384,0.648762
29.313351,0.647044
29.347318,0.645313
29.381285,0.643547
29.415251,0.641764
29.449218,0.639958
29.483185,0.638121
29.517152,0.636272
29.551119,0.634384
29.585085,0.632479
29.619052,0.630549
29.653019,0.628587
29.686986,0.626610
29.720953,0.624593
29.754919,0.622558
29.788886,0.620496
29.822853,0.618399
29.856820,0.616287
29.890787,0.614132
29.924753,0.611957
29.958720,0.609753
29.992687,0.607513
30.026654,0.605257
30.060621,0.602954
30.094587,0.600630
30.128554,0.598276
30.162521,0.595883
30.196488,0.593473
30.230455,0.591012
30.264421,0.588530
30.298388,0.586015
30.332355,0.583458
30.366322,0.580883
30.400289,0.578255
30.434256,0.575603
30.468222,0.572917
30.502189,0.570186
30.536156,0.567436
30.570123,0.564628
30.604090,0.561796
30.638056,0.558926
30.672023,0.556010
30.705990,0.553072
30.739957,0.550074
30.773924,0.547049
30.807890,0.543984
30.841857,0.540870
30.875824,0.537733
30.909791,0.534531
30.943758,0.531301
30.977724,0.528028
31.011691,0.524703
31.045658,0.521353
31.079625,0.517934
31.113592,0.514486
31.147558,0.510991
31.181525,0.507441
31.215492,0.503865
31.249459,0.500215
31.283426,0.496533
31.317392,0.492803
31.351359,0.489013
31.385326,0.485196
31.419293,0.481300
31.453260,0.477371
31.487226,0.473389
31.521193,0.469344
31.555160,0.465271
31.589127,0.461112
31.623094,0.456919
31.657060,0.452670
31.691027,0.448354
31.724994,0.444008
31.758961,0.439570
31.792928,0.435097
31.826894,0.430562
31.860861,0.425958
31.894828,0.421321
31.928795,0.416587
31.962762,0.411815
31.996728,0.406978
32.030695,0.402068
32.064662,0.397122
32.098629,0.392073
32.132596,0.386983
32.166562,0.381825
32.200529,0.376588
32.234496,0.371314
32.268463,0.365930
32.302430,0.360503
32.336396,0.355003
32.370363,0.349420
32.404330,0.343798
32.438297,0.338058
32.472264,0.332273
32.506230,0.326410
32.540197,0.320460
32.574164,0.314467
32.608131,0.308350
32.642098,0.302186
32.676065,0.295937
32.710031,0.289597
32.743998,0.283212
32.777965,0.276694
32.811932,0.270127
32.845899,0.263470
32.879865,0.256716
32.913832,0.249915
32.947799,0.242972
32.981766,0.235978
33.015733,0.228888
33.049699,0.221696
33.083666,0.214454
33.117633,0.207061
33.151600,0.199614
33.185567,0.192066
33.219533,0.184410
33.253500,0.176701
33.287467,0.168832
33.321434,0.160906
33.355401,0.152873
33.389367,0.144725
33.423334,0.136522
33.457301,0.128149
33.491268,0.119717
33.525235,0.111170
33.559201,0.102503
33.593168,0.093777
33.627135,0.084872
33.661102,0.075904
33.695069,0.066814
33.729035,0.057598
33.763002,0.048320
33.796969,0.038852
33.830936,0.029319
33.864903,0.019656
33.898869,0.009861
33.932836,0.000000
